Units,Maneuvers,Probability,Fill,Avg time,Min Time,Max Time,Solution type,Avg solution,Avg iterations,Avg nodes,Avg cuts Clique,Avg cuts Cover,Avg cuts Disjunctive,Avg cuts Flow cover,Avg cuts Gomory,Avg cuts GUB,Avg cuts zero-half,Avg cuts lift and projects,Total avg cuts
10.0,9.0,1.0,0.19999999999999998,0.03679838180541992,0.022999048233032227,0.0690009593963623,integer optimal solution,3.3,34.2,0.0,3.6,0.0,0.0,0.0,1.4,0.0,5.8,0.9,11.7
10.0,9.0,1.0,0.29999999999999993,0.06619408130645751,0.029967308044433594,0.11700129508972168,integer optimal solution,4.4,151.7,0.0,7.2,0.0,0.0,0.0,0.9,0.0,9.8,0.5,18.4
10.0,9.0,1.0,0.39999999999999997,0.16889724731445313,0.14300298690795898,0.19700050354003906,integer optimal solution,3.0,478.6,0.0,17.3,0.0,0.0,0.0,0.2,0.0,20.8,0.5,38.8
10.0,9.0,1.0,0.5,0.045250654220581055,0.03799939155578613,0.0520024299621582,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,9.0,1.0,0.5,0.1979985237121582,0.17599821090698242,0.21999883651733398,integer optimal solution,1.5,469.0,0.0,26.5,0.0,0.0,0.0,0.0,0.0,19.0,0.0,45.5
10.0,9.0,1.0,0.5999999999999999,0.04979968070983887,0.04199934005737305,0.0629887580871582,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,9.0,1.0,0.7000000000000001,0.06040060520172119,0.051998138427734375,0.06800127029418945,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,9.0,1.0,0.7999999999999999,0.05630025863647461,0.05100083351135254,0.06400060653686523,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,9.0,1.0,0.9000000000000001,0.06560070514678955,0.056000471115112305,0.08100152015686035,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,0.6,0.09999999999999999,0.008875280618667603,0.008000850677490234,0.009002208709716797,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,0.6,0.1,0.010001182556152344,0.009001970291137695,0.011000394821166992,integer optimal solution,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,0.5999999999999999,0.19999999999999998,0.011299800872802735,0.010000228881835938,0.013001680374145508,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,0.5999999999999999,0.29999999999999993,0.015100502967834472,0.012999296188354492,0.01800060272216797,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,0.5999999999999999,0.39999999999999997,0.01599700450897217,0.014998674392700195,0.01800394058227539,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,0.5999999999999999,0.5,0.018606042861938475,0.017000913619995117,0.020999908447265625,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,0.5999999999999999,0.5999999999999999,0.02029838562011719,0.018999099731445312,0.023000001907348633,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,0.5999999999999999,0.7000000000000001,0.022599387168884277,0.021999120712280273,0.024001121520996094,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,0.5999999999999999,0.7999999999999999,0.027200841903686525,0.023000478744506836,0.03200197219848633,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,0.5999999999999999,0.9000000000000001,0.027894878387451173,0.024999618530273438,0.03200197219848633,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,0.7999999999999999,0.09999999999999999,0.00875025987625122,0.007997989654541016,0.00999903678894043,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,0.8,0.1,0.009500741958618164,0.008000373840332031,0.011001110076904297,integer optimal solution,3.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,0.7999999999999999,0.19999999999999998,0.011503458023071289,0.009999513626098633,0.015001296997070312,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,0.7999999999999999,0.29999999999999993,0.013599252700805664,0.012000083923339844,0.015001296997070312,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,0.7999999999999999,0.39999999999999997,0.015899109840393066,0.014999628067016602,0.01800251007080078,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,0.7999999999999999,0.5,0.021003150939941408,0.01699972152709961,0.027997255325317383,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,0.7999999999999999,0.5999999999999999,0.023400020599365235,0.019997835159301758,0.025003433227539062,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,0.7999999999999999,0.7000000000000001,0.03210039138793945,0.020998239517211914,0.08600997924804688,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,0.7999999999999999,0.7999999999999999,0.026100468635559083,0.023999691009521484,0.032002925872802734,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,0.7999999999999999,0.9000000000000001,0.02820112705230713,0.024998903274536133,0.03300166130065918,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,1.0,0.09999999999999999,0.009001678890652128,0.007999181747436523,0.013000011444091797,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,1.0,0.1,0.008002042770385742,0.008002042770385742,0.008002042770385742,integer optimal solution,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,1.0,0.19999999999999998,0.012104058265686035,0.010000467300415039,0.015038013458251953,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,1.0,0.29999999999999993,0.014396333694458007,0.013001203536987305,0.016998767852783203,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,1.0,0.39999999999999997,0.01659674644470215,0.014968156814575195,0.01999974250793457,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,1.0,0.5,0.018100595474243163,0.01600050926208496,0.01999950408935547,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,1.0,0.5999999999999999,0.02179741859436035,0.018999576568603516,0.02899765968322754,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,1.0,0.7000000000000001,0.022999095916748046,0.02199840545654297,0.026002168655395508,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,1.0,0.7999999999999999,0.025300049781799318,0.022998809814453125,0.03200030326843262,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3.0,1.0,0.9000000000000001,0.0280991792678833,0.02599930763244629,0.03200054168701172,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,0.5999999999999999,0.09999999999999999,0.10409781932830811,0.024001359939575195,0.26399898529052734,integer optimal solution,4.5,247.7,0.0,1.3,0.0,0.0,0.0,1.4,0.0,17.3,0.5,20.5
20.0,5.0,0.5999999999999999,0.19999999999999998,0.03199725151062012,0.029999256134033203,0.03500103950500488,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,0.5999999999999999,0.29999999999999993,0.04149963855743408,0.035965681076049805,0.04899764060974121,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,0.5999999999999999,0.39999999999999997,0.0517000675201416,0.046999454498291016,0.05500030517578125,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,0.5999999999999999,0.5,0.055594444274902344,0.050000667572021484,0.0650033950805664,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,0.5999999999999999,0.5999999999999999,0.05879805088043213,0.05299973487854004,0.0780019760131836,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,0.5999999999999999,0.7000000000000001,0.06539671421051026,0.05700111389160156,0.07600021362304688,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,0.5999999999999999,0.7999999999999999,0.07200491428375244,0.06403303146362305,0.08299660682678223,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,0.5999999999999999,0.9000000000000001,0.07979719638824463,0.07399868965148926,0.08600139617919922,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,0.7999999999999999,0.09999999999999999,0.09950728416442871,0.021999597549438477,0.16100239753723145,integer optimal solution,5.0,367.2,0.0,1.1,0.0,0.0,0.0,0.8,0.0,17.5,0.5,19.9
20.0,5.0,0.7999999999999999,0.19999999999999998,0.029697728157043458,0.026999473571777344,0.032999515533447266,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,0.7999999999999999,0.29999999999999993,0.039100265502929686,0.034000396728515625,0.045000553131103516,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,0.7999999999999999,0.39999999999999997,0.046300292015075684,0.04400324821472168,0.04899716377258301,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,0.7999999999999999,0.5,0.05229206085205078,0.0449986457824707,0.0559995174407959,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,0.7999999999999999,0.5999999999999999,0.06089560985565186,0.05300116539001465,0.08199739456176758,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,0.7999999999999999,0.7000000000000001,0.0646944522857666,0.060001373291015625,0.0709984302520752,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,0.7999999999999999,0.7999999999999999,0.0727001428604126,0.06699895858764648,0.0800015926361084,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,0.7999999999999999,0.9000000000000001,0.07939743995666504,0.07300066947937012,0.09299802780151367,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,1.0,0.09999999999999999,0.07299964427947998,0.025001049041748047,0.1589665412902832,integer optimal solution,4.5,241.7,0.0,1.9,0.0,0.0,0.0,1.7,0.0,17.1,0.4,21.1
20.0,5.0,1.0,0.19999999999999998,0.02959916591644287,0.02599954605102539,0.035993337631225586,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,1.0,0.29999999999999993,0.03900079727172852,0.03499889373779297,0.04799461364746094,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,1.0,0.39999999999999997,0.05030374526977539,0.04200124740600586,0.058995723724365234,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,1.0,0.5,0.053000259399414065,0.04999899864196777,0.06100153923034668,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,1.0,0.5999999999999999,0.059999823570251465,0.05299735069274902,0.07599902153015137,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,1.0,0.7000000000000001,0.06628010272979737,0.061959266662597656,0.07697129249572754,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,1.0,0.7999999999999999,0.07139620780944825,0.06399941444396973,0.07999777793884277,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,5.0,1.0,0.9000000000000001,0.07981157302856445,0.07499837875366211,0.08699870109558105,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,0.5999999999999999,0.09999999999999999,0.09640092849731445,0.040999650955200195,0.16500496864318848,integer optimal solution,5.5,258.4,0.0,2.8,0.0,0.0,0.0,1.1,0.0,20.7,0.2,24.8
20.0,7.0,0.6,0.19999999999999998,0.05433358086480035,0.050002098083496094,0.06000041961669922,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,0.6,0.2,0.221998929977417,0.221998929977417,0.221998929977417,integer optimal solution,1.0,321.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,76.0,2.0,89.0
20.0,7.0,0.5999999999999999,0.29999999999999993,0.0715036153793335,0.06599974632263184,0.07900023460388184,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,0.5999999999999999,0.39999999999999997,0.08889572620391846,0.08196139335632324,0.10299801826477051,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,0.5999999999999999,0.5,0.10629675388336182,0.09596896171569824,0.1219930648803711,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,0.5999999999999999,0.5999999999999999,0.12219696044921875,0.11200141906738281,0.13700366020202637,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,0.5999999999999999,0.7000000000000001,0.13929972648620606,0.13100004196166992,0.15399980545043945,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,0.5999999999999999,0.7999999999999999,0.14719674587249756,0.1420001983642578,0.1569995880126953,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,0.5999999999999999,0.9000000000000001,0.16879873275756835,0.15200185775756836,0.18700098991394043,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,0.7999999999999999,0.09999999999999999,0.06300580501556396,0.03400397300720215,0.1280050277709961,integer optimal solution,5.6,135.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.8,0.5,11.3
20.0,7.0,0.7999999999999999,0.19999999999999998,0.05449950695037842,0.05099940299987793,0.06099987030029297,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,0.8,0.2,0.2760005593299866,0.23200130462646484,0.3430008888244629,integer optimal solution,1.25,407.25,0.0,15.25,0.0,0.0,0.0,0.0,0.0,39.0,0.25,54.5
20.0,7.0,0.7999999999999999,0.29999999999999993,0.07150044441223144,0.06600213050842285,0.07999873161315918,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,0.7999999999999999,0.39999999999999997,0.09089860916137696,0.08300113677978516,0.10099625587463379,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,0.7999999999999999,0.5,0.10959923267364502,0.0969994068145752,0.11900019645690918,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,0.7999999999999999,0.5999999999999999,0.1289005994796753,0.11700296401977539,0.14499807357788086,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,0.7999999999999999,0.7000000000000001,0.14479973316192626,0.12900209426879883,0.16499996185302734,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,0.7999999999999999,0.7999999999999999,0.16057190895080567,0.13700127601623535,0.17374920845031738,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,0.7999999999999999,0.9000000000000001,0.1685999631881714,0.15699982643127441,0.1810309886932373,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,1.0,0.09999999999999999,0.07119977474212646,0.032999277114868164,0.18899941444396973,integer optimal solution,5.3,155.3,0.0,2.1,0.0,0.0,0.0,1.7,0.0,14.3,0.5,18.6
20.0,7.0,1.0,0.19999999999999998,0.05582833290100098,0.05196666717529297,0.06899833679199219,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,1.0,0.2,0.3002510070800781,0.21000123023986816,0.40199851989746094,integer optimal solution,1.75,449.75,0.0,17.25,0.0,0.0,0.0,0.5,0.0,28.0,0.5,46.25
20.0,7.0,1.0,0.29999999999999993,0.07770020961761474,0.06899881362915039,0.09300112724304199,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,1.0,0.39999999999999997,0.0892033338546753,0.08199858665466309,0.10000085830688477,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,1.0,0.5,0.10609667301177979,0.09900116920471191,0.11699819564819336,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,1.0,0.5999999999999999,0.12389991283416749,0.1100320816040039,0.14000177383422852,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,1.0,0.7000000000000001,0.13718867301940918,0.12400150299072266,0.15700197219848633,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,1.0,0.7999999999999999,0.15229403972625732,0.1399986743927002,0.1640021800994873,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,7.0,1.0,0.9000000000000001,0.1651935577392578,0.15600156784057617,0.1880016326904297,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,0.5999999999999999,0.09999999999999999,0.10469434261322022,0.06096315383911133,0.19203901290893555,integer optimal solution,5.5,180.6,0.0,4.0,0.0,0.0,0.0,1.4,0.0,17.8,0.3,23.5
20.0,9.0,0.5999999999999999,0.19999999999999998,1.4614002227783203,1.1070008277893066,1.8579983711242676,integer optimal solution,3.6,53723.7,922.1,33.2,0.0,0.0,0.0,0.2,0.0,23.5,1.8,58.7
20.0,9.0,0.5999999999999999,0.29999999999999993,0.12649714946746826,0.1119999885559082,0.15800118446350098,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,0.5999999999999999,0.39999999999999997,0.14999911785125733,0.14099740982055664,0.16902709007263184,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,0.5999999999999999,0.5,0.17819926738739014,0.166001558303833,0.1990044116973877,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,0.5999999999999999,0.5999999999999999,0.22330377101898194,0.19500327110290527,0.2780015468597412,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,0.5999999999999999,0.7000000000000001,0.22959685325622559,0.21500182151794434,0.23999905586242676,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,0.5999999999999999,0.7999999999999999,0.2578939914703369,0.23799800872802734,0.29000163078308105,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,0.5999999999999999,0.9000000000000001,0.2964932441711426,0.28296494483947754,0.315000057220459,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,0.7999999999999999,0.09999999999999999,0.1156001091003418,0.06200242042541504,0.17100048065185547,integer optimal solution,4.6,187.0,0.0,5.1,0.0,0.0,0.0,1.4,0.0,16.6,0.3,23.4
20.0,9.0,0.7999999999999999,0.19999999999999998,1.2031967163085937,0.2429978847503662,1.5429983139038086,integer optimal solution,3.2,37970.5,657.1,28.9,0.0,0.0,0.0,2.1,0.0,27.9,5.3,64.2
20.0,9.0,0.7999999999999999,0.29999999999999993,0.13490049839019774,0.11500239372253418,0.17699909210205078,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,0.7999999999999999,0.39999999999999997,0.15439927577972412,0.14099764823913574,0.1659986972808838,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,0.7999999999999999,0.5,0.1757063388824463,0.16499924659729004,0.19899535179138184,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,0.7999999999999999,0.5999999999999999,0.21339714527130127,0.19300222396850586,0.2429671287536621,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,0.7999999999999999,0.7000000000000001,0.22769668102264404,0.21396613121032715,0.24400067329406738,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,0.7999999999999999,0.7999999999999999,0.27709696292877195,0.2500002384185791,0.3210000991821289,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,0.7999999999999999,0.9000000000000001,0.2972960233688354,0.27500033378601074,0.32499194145202637,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,1.0,0.09999999999999999,0.13019683361053466,0.0709998607635498,0.20100116729736328,integer optimal solution,5.8,208.6,0.0,3.9,0.0,0.0,0.0,1.0,0.0,21.7,0.4,27.0
20.0,9.0,1.0,0.19999999999999998,1.1542169332504273,0.592998743057251,1.8520004749298096,integer optimal solution,3.3,30603.9,525.5,29.0,0.0,0.0,0.0,0.3,0.0,20.9,1.3,51.5
20.0,9.0,1.0,0.29999999999999993,0.12640037536621093,0.11300039291381836,0.1600041389465332,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,1.0,0.39999999999999997,0.14839544296264648,0.1370375156402588,0.16399669647216797,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,1.0,0.5,0.17190299034118653,0.16499900817871094,0.18199920654296875,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,1.0,0.5999999999999999,0.20778419971466064,0.19699335098266602,0.22999835014343262,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,1.0,0.7000000000000001,0.23289804458618163,0.21600127220153809,0.27303481101989746,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,1.0,0.7999999999999999,0.2577950477600098,0.24499773979187012,0.27500104904174805,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,9.0,1.0,0.9000000000000001,0.2933207988739014,0.28099966049194336,0.31600022315979004,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,3.0,0.5999999999999999,0.09999999999999999,0.01571643352508545,0.01399993896484375,0.01700305938720703,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,3.0,0.5999999999999999,0.19999999999999998,0.021401000022888184,0.019001007080078125,0.025003433227539062,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,3.0,0.5999999999999999,0.29999999999999993,0.026402544975280762,0.02500152587890625,0.028000593185424805,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,3.0,0.5999999999999999,0.39999999999999997,0.033396029472351076,0.03199958801269531,0.03502178192138672,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,3.0,0.5999999999999999,0.5,0.03909978866577148,0.03799700736999512,0.042999982833862305,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,3.0,0.5999999999999999,0.5999999999999999,0.046402597427368165,0.04301929473876953,0.052999019622802734,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,3.0,0.5999999999999999,0.7000000000000001,0.051996493339538576,0.04899907112121582,0.058005571365356445,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30.0,3.0,0.5999999999999999,0.7999999999999999,0.06180009841918945,0.05599713325500488,0.07599997520446777,integer infeasible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
